StudentID	Name	AttendanceRate	StudyHoursPerWeek	PreviousGrade	AssignmentScore	FinalGrade	Performance	InternalMarks	AttendancePercent	StudyConsistency	ParticipationScore
603	Student_603	57.8	3.38	32.29	46.07	35.19	Fail	37.65	57.8	17.04	41.32
604	Student_604	58.58	6.84	57.13	39.64	37.41	Fail	37.62	58.58	26.75	46.8
605	Student_605	88.22	4.68	52.22	58.74	64.82	Average	61.14	88.22	26.95	73.06
606	Student_606	83.01	24.46	83.4	87.54	81.17	Good	81.04	83.01	100	75.77
607	Student_607	61.77	5.63	51.78	53.85	41.5	Fail	47.52	61.77	26.05	50.53
608	Student_608	72.61	6.72	51.95	36.39	30.14	Fail	31.05	72.61	28.02	39.91
609	Student_609	70.31	11.3	59.87	64.26	72.03	Average	75.16	70.31	48.32	70.21
610	Student_610	87.39	14	57.53	70.89	56.76	Average	55.37	87.39	50.49	56.96
611	Student_611	54.77	2.29	39.92	45.75	46.54	Fail	48.8	54.77	10.06	40
612	Student_612	53	6.14	45.41	42.2	39.81	Fail	33.76	53	20.9	50.18
613	Student_613	86	18.13	83.02	79.11	77.91	Good	75.41	86	75.07	67.33
614	Student_614	90.93	23.34	80.32	93.33	91.47	Good	90.96	90.93	89.73	95.21
615	Student_615	98.63	21.96	87	91.43	97.46	Good	91.08	98.63	86.12	93.28
616	Student_616	87.99	13.56	70.32	95.66	95.02	Good	90.87	87.99	44.88	87.27
617	Student_617	82.09	17.81	83.92	77.97	99.51	Good	100	82.09	65.37	86.39
618	Student_618	70.37	4.74	64.28	71.99	50.81	Average	51.46	70.37	20.73	49.3
619	Student_619	93.17	17.05	73.1	79.31	89.2	Good	93.23	93.17	63.86	80.35
620	Student_620	57.41	7.57	53.74	59.59	35.17	Fail	32.17	57.41	35.6	35.56
621	Student_621	99.39	15.33	80.43	76.26	76.32	Good	76.61	99.39	56.55	88.71
622	Student_622	67.3	4.21	36.57	50.35	35.03	Fail	31.67	67.3	19.11	36.43
623	Student_623	91.55	14.11	94.71	95.52	86.93	Good	90.46	91.55	52.63	100
624	Student_624	58.77	3.54	53.37	43.2	34.16	Fail	40.11	58.77	16.09	27.28
625	Student_625	52.12	4.27	43.98	56.02	34.4	Fail	36.82	52.12	9.41	25.43
626	Student_626	74.52	12.89	69.77	63.85	61.43	Average	66.74	74.52	49.29	54.24
627	Student_627	57.58	7.53	33.44	58.34	43.61	Fail	43.77	57.58	25.89	43.15
628	Student_628	90.63	8.56	84.27	85.19	79.03	Good	83.06	90.63	38.66	98.09
629	Student_629	93.13	24.51	86.87	92.87	76.71	Good	77.09	93.13	100	65.08
630	Student_630	75.44	5.28	64.71	76.59	66.48	Average	61.36	75.44	14.96	70.82
631	Student_631	81.54	14.03	86.52	85.08	95.84	Good	97.07	81.54	55.1	90.94
632	Student_632	85.37	10.73	58.96	60.87	52.64	Average	47.66	85.37	39.06	51.07
633	Student_633	58.87	3.89	49.6	51.45	31.4	Fail	43.1	58.87	20.31	22.59
634	Student_634	87.91	11.09	74.7	95.68	76.05	Good	74.38	87.91	50.72	82.2
635	Student_635	88.38	10.86	96.38	88.93	80.78	Good	84.01	88.38	36.23	80.47
636	Student_636	62.56	6.12	57.79	40.51	47.64	Fail	47.58	62.56	28.61	55.25
637	Student_637	73.36	7.41	48.43	50.75	38.02	Fail	31.85	73.36	25.52	39.25
638	Student_638	95.05	17.03	90.32	85.71	93.29	Good	83.8	95.05	66.86	79.77
639	Student_639	85.61	5.61	69.99	67.43	71.03	Average	74.78	85.61	22.6	78.71
640	Student_640	88.63	14.44	97.45	81.28	96.11	Good	100	88.63	66.84	82.02
641	Student_641	77.1	9.66	57.4	68.18	58.1	Average	54.43	77.1	33.62	45.01
642	Student_642	50.98	2.9	30.18	59.46	49.22	Fail	40.94	50.98	15.77	42.8
643	Student_643	59.88	6.1	40.03	51.78	46.03	Fail	44.4	59.88	18.54	39.7
644	Student_644	98.94	14.8	93.5	81.65	99.76	Good	95.07	98.94	53	100
645	Student_645	65.64	10.64	65.83	70.83	53	Average	49.75	65.64	42.7	51.8
646	Student_646	88.46	5.99	64.95	60.12	57.65	Average	60.7	88.46	24.07	66.38
647	Student_647	90.93	15.09	74.81	79.27	85.45	Good	85.2	90.93	46.2	81.47
648	Student_648	95.15	23.27	72.52	84.83	77.51	Good	73.36	95.15	98.88	79.73
649	Student_649	80.33	19.25	88.07	79.08	80.85	Good	83.79	80.33	66.3	84.17
650	Student_650	80.47	22.19	99.24	78.39	80.79	Good	84.12	80.47	88.03	85.66
651	Student_651	71.71	7.49	42.17	36.27	30.78	Fail	29.09	71.71	36.6	27.53
652	Student_652	91.48	14.68	70.86	89.58	75.28	Good	75.97	91.48	69.77	72.64
653	Student_653	95.75	13.21	71.21	89.71	84.94	Good	87.54	95.75	51.02	82.85
654	Student_654	89.35	9.99	56.61	71.32	56.76	Average	58.89	89.35	32.8	45.19
655	Student_655	98.08	14.37	86.5	76.26	85.65	Good	85.85	98.08	63.93	85.06
656	Student_656	96.65	21.7	76.73	80.65	95.43	Good	100	96.65	91.13	92.74
657	Student_657	88.26	5.05	60.8	62.76	71.68	Average	74.59	88.26	17.76	75.74
658	Student_658	81.67	11.59	92.57	76.28	87.31	Good	85.06	81.67	43.28	87.95
659	Student_659	61.05	3.34	41.44	48.25	33.21	Fail	30.99	61.05	9.77	42.56
660	Student_660	91.44	21.69	92.8	78.85	78.73	Good	75.94	91.44	85.04	79.22
661	Student_661	56.7	3.53	41.85	51.99	31.13	Fail	34.29	56.7	15.7	27.19
662	Student_662	80.69	14.66	90.91	79.84	91.04	Good	87.93	80.69	55.81	91.44
663	Student_663	85.2	23.06	96.87	82.43	80.75	Good	78.63	85.2	90.04	85.82
664	Student_664	88.23	12.09	90.17	95.65	91.83	Good	97.12	88.23	51.57	79.42
665	Student_665	70.61	3.78	34.53	53.45	37.17	Fail	38.13	70.61	7.71	32.16
666	Student_666	66.78	2.89	32.36	59.81	33.11	Fail	39.1	66.78	9.68	28.25
667	Student_667	99.77	24.61	93.81	91.49	89.45	Good	93.44	99.77	90.06	92.33
668	Student_668	71.65	3.03	43.56	50.48	38.18	Fail	32.3	71.65	12.66	41.87
669	Student_669	75.69	7.63	63.54	74.56	55.02	Average	54.51	75.69	20.82	55.73
670	Student_670	88.36	11.58	69.76	67.79	69.41	Average	74.36	88.36	50.77	52.06
671	Student_671	80.32	21.91	71.2	97.25	99.8	Good	93.69	80.32	81.07	88.24
672	Student_672	72.35	6.31	68.37	60.82	71.55	Average	73.65	72.35	16.38	69.88
673	Student_673	82.06	10.14	99.37	91.85	96.17	Good	95.97	82.06	38.74	92.66
674	Student_674	86.49	19.5	87.83	90.08	92.06	Good	83.29	86.49	86.56	92.1
675	Student_675	64.38	4	38	54.21	34.5	Fail	35.1	64.38	19.56	31.21
676	Student_676	67.31	2.63	48.13	53.68	34.35	Fail	30.16	67.31	0.91	45.07
677	Student_677	51.5	1.92	47.57	56.24	30.9	Fail	25.06	51.5	0.96	14.84
678	Student_678	83.35	7.75	61.48	76.36	58.27	Average	58.32	83.35	29.02	60.39
679	Student_679	89.31	8.23	72.45	81.46	75.7	Good	66.05	89.31	44.11	81.5
680	Student_680	65.78	3.98	45.9	39.37	35.89	Fail	32.52	65.78	11.23	40.8
681	Student_681	81.6	14.62	51.21	75.48	64.36	Average	77.12	81.6	53.83	69.87
682	Student_682	91.28	16.5	72.08	77.25	90.02	Good	93.27	91.28	73.64	96.54
683	Student_683	86.82	23.59	82.2	78.58	92.87	Good	88.46	86.82	95.33	88.64
684	Student_684	57.33	4.68	50.24	57.51	45.76	Fail	52.78	57.33	23.99	38.05
685	Student_685	93.53	19.55	98.38	82.4	75.03	Good	70.07	93.53	74.56	60.79
686	Student_686	56.8	2.53	49.19	50.84	41.81	Fail	39.04	56.8	9.61	39.27
687	Student_687	65.41	12.02	57.76	70.3	63.86	Average	58.12	65.41	54.66	58.42
688	Student_688	73.57	5.48	52.27	74.12	72.87	Average	74.15	73.57	21.2	81
689	Student_689	66.24	1.72	41.66	53.22	45.52	Fail	52.36	66.24	12.5	43.51
690	Student_690	52.96	1	50.65	43.91	35.06	Fail	30.06	52.96	5.94	27.85
691	Student_691	80.26	17.19	95.53	98.94	89.14	Good	78.84	80.26	63.56	80.82
692	Student_692	77.86	4.94	63.17	63.74	65.12	Average	70.57	77.86	19.68	79.04
693	Student_693	74.72	6.64	52.28	62.24	52.41	Average	60.18	74.72	31.47	52.26
694	Student_694	83.54	24.78	83.32	88.3	96.84	Good	86.86	83.54	100	91.37
695	Student_695	99.91	17.91	94.37	83.17	82.64	Good	84.94	99.91	71.44	83.51
696	Student_696	60.07	5.71	49.78	42.88	32.65	Fail	33.78	60.07	13.38	45.93
697	Student_697	80.81	5.41	63.88	70.95	67.45	Average	63.51	80.81	12.66	64.72
698	Student_698	68.84	7.11	44.5	53.26	42.32	Fail	35.35	68.84	20.52	47.13
699	Student_699	69.67	4.28	56.83	65.19	65.37	Average	70.33	69.67	14.57	73.68
700	Student_700	71.25	2.37	33.64	59.09	32.15	Fail	33.05	71.25	7.59	18.91
701	Student_701	89.57	17.95	86.24	77.15	76.43	Good	77.7	89.57	64.42	71.96
702	Student_702	67.64	10.44	63.06	60.38	65.88	Average	62.77	67.64	46.87	73.31
703	Student_703	96.4	8.71	84.94	92.23	81.31	Good	77.3	96.4	28.52	76.41
704	Student_704	72.69	10.75	71.55	73.63	64.52	Average	52.25	72.69	36.15	67.42
705	Student_705	94.6	14.2	89.23	86.65	79.75	Good	78.61	94.6	57.24	74.44
706	Student_706	82.54	10.12	58.61	75.96	50.52	Average	57.71	82.54	45.35	47.4
707	Student_707	57.89	1.4	52.23	52.55	36.59	Fail	32.14	57.89	15.87	32.62
708	Student_708	66.89	3.77	51.93	46.35	38.2	Fail	30.59	66.89	17.99	42.66
709	Student_709	98.69	12.26	73.61	89.61	99.23	Good	100	98.69	56.94	100
710	Student_710	87.56	9.05	80.18	87.65	79.05	Good	82.15	87.56	30.14	79.74
711	Student_711	93.16	24.96	83.55	83.87	85.02	Good	82.09	93.16	100	100
712	Student_712	67.88	13.72	59.96	63.91	66.43	Average	64.69	67.88	45.57	78.61
713	Student_713	76.05	11.13	51.47	73.72	73.42	Average	74.74	76.05	42	59.55
714	Student_714	81.22	14.5	53.63	65.98	64.98	Average	64.2	81.22	60.8	61.88
715	Student_715	64.54	3.81	39.8	38.17	37.8	Fail	42.8	64.54	7.21	54.79
716	Student_716	54.07	6.14	36.06	36.46	40.99	Fail	53.18	54.07	19.92	36.97
717	Student_717	64.88	7.1	46.73	43.64	45.98	Fail	37.43	64.88	22.97	60.59
718	Student_718	90.81	9.35	86.98	97.7	84.91	Good	91.06	90.81	35.85	81.93
719	Student_719	72.41	5.58	53.63	64.95	64.83	Average	65.36	72.41	29.43	63.19
720	Student_720	52.02	7.58	51.9	49.67	46.49	Fail	53.43	52.02	30.4	52.53
721	Student_721	81.6	16.11	88.9	95.72	94.59	Good	98.21	81.6	62.12	93.96
722	Student_722	56.93	7.59	33.61	56.88	49.32	Fail	49.63	56.93	15.94	52.78
723	Student_723	69.43	11.94	50.97	64.32	62.86	Average	66.66	69.43	50.09	73.88
724	Student_724	64.52	7.55	49.5	47.03	46.11	Fail	44.14	64.52	34.15	51.42
725	Student_725	73.76	1.15	58.49	37.15	46.21	Fail	42.34	73.76	0	47.2
726	Student_726	72.01	5.45	60.56	69.81	59.49	Average	63.54	72.01	21.47	71.2
727	Student_727	51.36	5.2	56.17	44.58	34.31	Fail	30.09	51.36	21.77	40.45
728	Student_728	61.06	1.34	53.79	55.66	41.7	Fail	44.91	61.06	10.18	36.57
729	Student_729	58.83	6.6	46.09	55.65	42.57	Fail	42.72	58.83	22.78	56.43
730	Student_730	84.61	10.58	59.94	77.03	63.47	Average	51.82	84.61	37.94	67.97
731	Student_731	65.13	2.54	48.14	49.29	33.68	Fail	30.81	65.13	7.88	32.18
732	Student_732	66.49	10.65	68.33	67.04	55.65	Average	57.32	66.49	49.02	41.5
733	Student_733	93.33	9.36	83.26	79.08	79.61	Good	77.58	93.33	42.66	69.97
734	Student_734	84.05	14.57	71.53	84.94	87.79	Good	75.06	84.05	58.17	99.69
735	Student_735	89.67	14.51	95.17	78.63	87.64	Good	94.24	89.67	63.14	99.82
736	Student_736	81.24	9.21	87.22	89.15	96.95	Good	97.8	81.24	25	97.55
737	Student_737	91.16	24.32	71.46	77.45	76.1	Good	78.32	91.16	100	63.71
738	Student_738	54.63	4.79	48.72	36.14	48.82	Fail	46.45	54.63	13.57	41.21
739	Student_739	86.05	7.26	51.85	58.91	53.16	Average	55.82	86.05	37.88	41.79
740	Student_740	68.08	9.7	55.9	63.24	74.64	Average	83.81	68.08	33.48	63.02
741	Student_741	93.69	24.13	74.28	84.55	88.87	Good	85.19	93.69	92.26	100
742	Student_742	81.54	8.07	90.11	91.05	85.27	Good	93.61	81.54	35.09	99.69
743	Student_743	89.79	15.06	70.72	83.38	79.43	Good	81.42	89.79	63.53	71.58
744	Student_744	81.97	24.26	87.98	93.22	82.88	Good	78.53	81.97	94.81	82.82
745	Student_745	59.83	2.66	32.81	39.48	45.87	Fail	56.93	59.83	12.5	36.88
746	Student_746	81.94	10.02	61.4	76.22	51.81	Average	53.77	81.94	42.56	51.7
747	Student_747	85.61	13.95	93.47	99.81	81.02	Good	84.4	85.61	57.77	92.5
748	Student_748	97.49	22.12	76.74	84.98	85.24	Good	83.89	97.49	86.46	92.79
749	Student_749	99.56	11.08	93.97	83.35	93.27	Good	89.29	99.56	46.85	98.93
750	Student_750	88.4	17.83	94.98	95.1	96.66	Good	97.5	88.4	78.35	95.3
751	Student_751	66.49	11.61	53.36	64.56	63.66	Average	71.57	66.49	40.31	72.49
752	Student_752	88.05	16.83	99.9	78.38	91.89	Good	90.34	88.05	63.12	96.42
753	Student_753	87.92	10.26	74.76	98.73	96.99	Good	96.86	87.92	41.18	99.82
754	Student_754	87.68	14.91	55	63.18	66.66	Average	73.94	87.68	54.36	65.85
755	Student_755	89.68	15.11	80.73	89.84	89.39	Good	87.89	89.68	51.42	91.62
756	Student_756	69.04	9.19	63.28	68.12	55.23	Average	57.78	69.04	42.23	57.25
757	Student_757	68.56	1.18	40.29	54.51	41.22	Fail	45.61	68.56	0	37.43
758	Student_758	85.22	19.81	87.02	94.91	93.38	Good	92.4	85.22	77.23	87.96
759	Student_759	80.25	9.37	53.2	61.01	60.44	Average	61.99	80.25	41.27	53.46
760	Student_760	79.98	9.65	56.92	55.15	62.36	Average	65.67	79.98	39.93	55.83
761	Student_761	57.14	6.14	30.69	49.62	48.74	Fail	46.74	57.14	22.62	47.42
762	Student_762	83.49	16.02	72.74	90.64	88.76	Good	92.84	83.49	58.59	86.29
763	Student_763	60.18	4.65	56	39.91	30.45	Fail	27.72	60.18	20.32	26.1
764	Student_764	97.23	17.81	96.72	89.92	95.25	Good	91.87	97.23	66.3	90.39
765	Student_765	75.74	12.25	71.91	68.16	54.5	Average	46.86	75.74	50.33	56.54
766	Student_766	85.38	11.38	77.41	82.66	88.88	Good	86.36	85.38	46.22	98.52
767	Student_767	79.7	8.69	64.77	56.88	52.19	Average	48.11	79.7	35.52	52.11
768	Student_768	83.44	16.81	76.42	82.08	85.01	Good	83.01	83.44	64.04	84.48
769	Student_769	96.24	8.24	89.48	91.72	94.97	Good	98.03	96.24	43.14	88.43
770	Student_770	73.32	1.14	34.46	57.15	39.12	Fail	30.49	73.32	6.35	37.56
771	Student_771	91.29	19.27	90.37	98.29	99.92	Good	90.05	91.29	75.69	100
772	Student_772	94.4	12.88	96.39	76.23	80.78	Good	77.03	94.4	52.84	88.04
773	Student_773	72.43	2.79	36.4	38.45	47.1	Fail	49.41	72.43	7.29	53.88
774	Student_774	77.5	11.42	55.74	72.43	68.92	Average	70.36	77.5	43.75	75.47
775	Student_775	72.81	8.52	55.03	77.46	66.08	Average	62.25	72.81	46.04	69.14
776	Student_776	98.69	13.16	93.46	94.15	92.29	Good	98.14	98.69	48.8	95.1
777	Student_777	99.31	14.69	73.92	91.79	93.23	Good	89.94	99.31	58.37	94.94
778	Student_778	79.38	6.27	62.11	62.18	60.64	Average	62.95	79.38	22.8	57.72
779	Student_779	66.13	6.22	36.73	45.13	35.36	Fail	33.55	66.13	19.68	35.95
780	Student_780	83.97	21.32	97.28	84.26	93.78	Good	89.44	83.97	87.39	95.29
781	Student_781	87.42	13.31	54.39	76.99	59.38	Average	56.35	87.42	53.42	63.81
782	Student_782	73.48	4.69	61.67	57.51	56.19	Average	59.86	73.48	23.32	56.89
783	Student_783	57.92	6.66	55.39	42.56	47.09	Fail	48.9	57.92	30.69	61.83
784	Student_784	86.43	12.41	53.52	70.88	73.53	Average	78.37	86.43	54.14	65.06
785	Student_785	82.06	7.65	62.01	69.85	62.71	Average	64.51	82.06	26.01	67.99
786	Student_786	53	3.18	53.27	56.54	32.73	Fail	24.67	53	15.92	32.44
787	Student_787	99.05	13.59	89.87	93.8	95.3	Good	100	99.05	57.69	95.32
788	Student_788	98.91	13.32	95.76	78.29	92.63	Good	94.51	98.91	48.17	86.94
789	Student_789	83.55	11.45	56.06	75.08	54.2	Average	56.77	83.55	44.21	61.34
790	Student_790	66.34	11.89	61.41	74.53	59.55	Average	57.67	66.34	40.28	64.12
791	Student_791	69.21	13.2	63.17	59.35	67.94	Average	73.51	69.21	56.15	73.78
792	Student_792	77.78	10.65	61.06	74.06	70.66	Average	65.19	77.78	45.93	71.84
793	Student_793	94.19	9.79	95.17	91.78	92.43	Good	95.48	94.19	46.31	90.16
794	Student_794	87.26	22.95	91.76	77.81	85.19	Good	74.79	87.26	90.66	84.72
795	Student_795	97.73	8.8	98.84	91.98	90.78	Good	94.17	97.73	37.46	93.81
796	Student_796	71.76	6.74	72.61	61.86	69.31	Average	63.91	71.76	31.9	55.27
797	Student_797	87.86	10.37	70.32	88.61	99.39	Good	100	87.86	37.71	100
798	Student_798	87.38	14.07	80.32	88.01	86.02	Good	92.81	87.38	51.75	100
799	Student_799	87	9.56	62.19	58.18	74.47	Average	78.58	87	34.63	77.83
800	Student_800	85	9.25	89.89	89.88	85.38	Good	91.5	85	35.25	83.41
801	Student_801	75.55	12.64	54.7	73.87	66.15	Average	71.75	75.55	46.21	65.02
802	Student_802	88.38	15.79	77.7	93.8	87.82	Good	85.2	88.38	59.76	92.77
803	Student_803	73.02	10.56	73.9	65.01	72.93	Average	75.92	73.02	46.64	71.12
804	Student_804	86.9	8.93	76.13	85.47	80.49	Good	71.87	86.9	35.24	86.57
805	Student_805	50.01	7.41	54.47	53.56	33.34	Fail	29.91	50.01	31.17	32.12
806	Student_806	53.01	1.47	51	58.22	38.57	Fail	45.53	53.01	3.13	50.57
807	Student_807	82.38	16.71	80.46	84.37	90.53	Good	88.6	82.38	63.76	100
808	Student_808	67.97	1.77	31.03	59.86	34.63	Fail	25.29	67.97	8.51	32.32
809	Student_809	66.35	6.09	50.93	64.01	69.98	Average	80.05	66.35	24.99	69.41
810	Student_810	58.53	4.11	49.59	47.72	47.14	Fail	49.95	58.53	20.33	46.98
811	Student_811	86.65	4.11	68.67	65.6	74.62	Average	78.44	86.65	22.95	74.56
812	Student_812	62.08	7.91	51.88	41.22	40.71	Fail	35.81	62.08	28.18	34.08
813	Student_813	89.8	13.43	52.34	71.25	58.6	Average	60.02	89.8	58.03	50.99
814	Student_814	80.14	14.86	77.04	95.47	83.43	Good	84.72	80.14	54.04	92.18
815	Student_815	96.55	8.01	79.23	81.03	80.84	Good	76.73	96.55	42.41	88.47
816	Student_816	81.36	11.18	86.67	82.28	85.43	Good	84.58	81.36	40.79	92.94
817	Student_817	87.54	22.89	97.16	87.32	83.25	Good	75.75	87.54	95.01	82.76
818	Student_818	82.14	24.21	71.81	82.44	82.45	Good	80.72	82.14	91.4	95.69
819	Student_819	58.01	2.15	52.71	38.06	42.63	Fail	47.5	58.01	7.84	42.47
820	Student_820	68.1	4.78	71.83	59.37	70.45	Average	66.72	68.1	26.85	76.49
821	Student_821	63.62	1.54	57.71	41.17	47.11	Fail	56.65	63.62	2.07	37.39
822	Student_822	83.38	22.52	70.4	87.79	94.24	Good	87.06	83.38	100	92.63
823	Student_823	88.37	14	69.67	75.43	54.96	Average	53.66	88.37	55.97	53.87
824	Student_824	85.68	12.91	81.31	84.83	88.61	Good	85.33	85.68	56.52	88.15
825	Student_825	69	11.6	54.02	62.14	62.53	Average	61.63	69	48.41	53.25
826	Student_826	84.91	12.13	65.49	58.58	63.62	Average	70.48	84.91	50.81	68.55
827	Student_827	81.75	14.42	82.41	76	81.85	Good	76.93	81.75	50.55	89.05
828	Student_828	73.89	7.68	40.22	36.08	33.56	Fail	31.3	73.89	28.36	28.35
829	Student_829	74.81	14.43	53.39	72.56	52.71	Average	55.98	74.81	63.7	44.68
830	Student_830	99.63	14.49	93.26	83.56	90.69	Good	91.16	99.63	56.24	85.31
831	Student_831	69.8	5.61	72.51	76.11	72.1	Average	72.98	69.8	23.13	75.57
832	Student_832	92.51	21.74	72.07	83.37	82.84	Good	78.01	92.51	79.22	78.66
833	Student_833	92.71	14.05	74.46	89.91	95.36	Good	95	92.71	53.51	94.42
834	Student_834	59.55	1.93	35.7	40.94	35.97	Fail	41.63	59.55	13.34	28.46
835	Student_835	66.07	5.21	50.19	44.06	46.4	Fail	38.35	66.07	14.43	60.26
836	Student_836	84.08	15.97	94.03	79.5	77.75	Good	74.26	84.08	67.47	78.26
837	Student_837	87.09	7.77	66.41	55.58	67.18	Average	58.1	87.09	31.97	75.23
838	Student_838	86.32	8.95	88.29	81.02	84.67	Good	87.35	86.32	34.62	88.12
839	Student_839	67.01	5.62	57.15	57.06	72.68	Average	78.81	67.01	21.08	72.39
840	Student_840	80.12	16.23	73.7	82.69	98.15	Good	97.23	80.12	62.46	97.49
841	Student_841	69.04	14.62	54.94	72.06	63.61	Average	58.58	69.04	56.47	58.53
842	Student_842	97.69	17.42	86.04	79.89	79.16	Good	74.28	97.69	74.33	76.01
843	Student_843	98.33	13.57	81.16	94	83.47	Good	81.98	98.33	52.12	76.42
844	Student_844	73.8	6.17	47.33	57.02	30.99	Fail	29.49	73.8	33.72	23.17
845	Student_845	85.14	15.91	76.81	93.6	97.98	Good	100	85.14	65.14	100
846	Student_846	88.48	13.82	98.85	86.12	87.23	Good	83.89	88.48	52.4	89.18
847	Student_847	73.79	14.01	63.65	72.53	70.21	Average	72.39	73.79	60.91	80.47
848	Student_848	73.55	8.77	70.36	63.35	69.77	Average	68.24	73.55	38.2	64.21
849	Student_849	88.52	10.86	67.8	73.52	71.04	Average	67.32	88.52	35.17	62.28
850	Student_850	59.88	1.36	41.65	51.84	38.96	Fail	37.31	59.88	0.27	32.12
851	Student_851	68.72	3.5	48.41	39.66	44.91	Fail	46.59	68.72	13.42	41.96
852	Student_852	90.91	11.47	78.76	93.72	87.07	Good	91.64	90.91	37.96	87.33
853	Student_853	84.32	24.44	91.45	98.93	85.68	Good	84.42	84.32	100	84.62
854	Student_854	61.88	7.29	45.23	52.68	35.02	Fail	29	61.88	33.27	29.61
855	Student_855	61.17	1.86	35.97	35.02	30.78	Fail	35.78	61.17	7.37	31.39
856	Student_856	74.43	2.7	49.24	55.98	40.96	Fail	36.47	74.43	9.09	42.19
857	Student_857	83.06	20.38	88.01	93.28	94.24	Good	95.54	83.06	78.52	99.16
858	Student_858	74.39	5.01	39.91	51.21	31.36	Fail	31.24	74.39	10.22	41.65
859	Student_859	87.43	5.31	57.87	73.76	64.87	Average	64.08	87.43	12.58	62.32
860	Student_860	87.87	16.05	95.64	83.5	96.74	Good	94.31	87.87	73.71	100
861	Student_861	67.2	12.54	70.34	59.18	60.72	Average	63.82	67.2	58.03	61.18
862	Student_862	54.14	5.95	45.53	50.88	33.91	Fail	16	54.14	20.92	23.22
863	Student_863	70.29	4.46	57.73	67.87	71.36	Average	77.04	70.29	22.38	83.84
864	Student_864	93.34	15.4	98.59	92.98	98.25	Good	93.69	93.34	64.13	100
865	Student_865	78.19	6.85	51.27	71.7	53.02	Average	55.06	78.19	30.52	57.35
866	Student_866	72.57	9.86	63.55	68.81	54.14	Average	55.92	72.57	32.31	54.77
867	Student_867	74.49	10.79	73.28	71.74	72.97	Average	79.34	74.49	34.12	71.07
868	Student_868	69.06	5.14	35.57	51.67	42.41	Fail	43.4	69.06	26.47	39.16
869	Student_869	65.06	4.43	45.33	43.36	40.33	Fail	36.18	65.06	7.82	48.8
870	Student_870	69.94	12.86	54.46	56.95	60.86	Average	52.84	69.94	50.7	60.74
871	Student_871	81.46	8.81	56.64	67.84	58.64	Average	56.9	81.46	33.4	70.36
872	Student_872	73.32	7.46	44.57	43.2	44.67	Fail	34.88	73.32	27.54	44.91
873	Student_873	80.73	16.07	80.09	98.01	75.3	Good	72.16	80.73	65.85	72.41
874	Student_874	78.82	12.15	61.64	56.96	74.21	Average	72.75	78.82	45.21	70
875	Student_875	90.36	18.44	77.1	87.09	85.73	Good	82.28	90.36	75.74	80.52
876	Student_876	81.5	9.8	95.12	81	79.87	Good	80.08	81.5	39.91	83.47
877	Student_877	62.62	6.38	31.8	49.42	32.37	Fail	31.19	62.62	36.01	23.31
878	Student_878	80.73	8.9	95.02	77.95	76.13	Good	74.49	80.73	28.67	70.4
879	Student_879	60.95	6.91	37.61	45.54	30.79	Fail	18.67	60.95	27.79	40.06
880	Student_880	61.23	5.04	46.56	43.31	36.28	Fail	29.81	61.23	22.32	29.6
881	Student_881	52.67	3.57	32.89	54.16	49.23	Fail	52.44	52.67	13	55.27
882	Student_882	89.25	13.52	64.42	71.12	57.1	Average	61.12	89.25	47.39	42.66
883	Student_883	80.77	9.01	61.57	72.43	57.02	Average	47.83	80.77	42.33	67.17
884	Student_884	57.95	7.47	31.63	47.14	48.16	Fail	44.09	57.95	31.56	39.27
885	Student_885	92.21	17.29	77.49	83.58	96.3	Good	100	92.21	62.83	90.17
886	Student_886	63.98	4.6	32.89	35.4	49.18	Fail	45.59	63.98	20.59	53.94
887	Student_887	87.54	18.25	72.39	92.08	98.31	Good	97.75	87.54	81.51	100
888	Student_888	64.39	1.88	46.87	54.16	38.09	Fail	45.3	64.39	7.34	44.35
889	Student_889	97.6	19.03	96.98	90.59	78.28	Good	76.47	97.6	76.11	69.33
890	Student_890	72.74	6.22	71.81	72.49	66.84	Average	64.32	72.74	32.72	64.83
891	Student_891	86.02	11.13	92.69	86.85	80.64	Good	79.85	86.02	39.67	76.32
892	Student_892	92.33	8.69	79.79	86.71	78.7	Good	87.97	92.33	43.4	70.93
893	Student_893	99.69	11.55	73.91	80.09	94.23	Good	96.46	99.69	51.06	98.4
894	Student_894	60.64	4.96	30.61	35.86	38.87	Fail	38.97	60.64	15.22	45.47
895	Student_895	96.33	23.05	72.6	88.46	97.83	Good	95.21	96.33	88.86	95.47
896	Student_896	59.7	6.81	33.88	58.38	44.95	Fail	47.64	59.7	24.62	55.61
897	Student_897	98.83	19.5	80.9	98.45	81.89	Good	85.19	98.83	68.83	76.39
898	Student_898	73.3	11.71	68.37	76.38	55.1	Average	49.73	73.3	48.14	65.59
899	Student_899	84.95	12.12	51.53	63.91	57.04	Average	60.47	84.95	44.09	60.98
900	Student_900	86.09	24.71	89.28	92.94	99.42	Good	98.66	86.09	100	90.86
901	Student_901	87.54	21.63	83.04	96.74	79.52	Good	79.64	87.54	80.07	93.39
902	Student_902	98.95	11.72	79.79	93.9	84.84	Good	80.42	98.95	51.5	81.73
903	Student_903	65.21	4.11	51.53	40.71	31.16	Fail	29.16	65.21	20.13	39.6
904	Student_904	57.5	4.32	34.87	43.87	37.96	Fail	32.81	57.5	13.75	38.98
905	Student_905	51.43	5.08	55.65	38.79	41.9	Fail	36.51	51.43	22.12	44.52
